Name	Set	Set #	Imagefile	Side	Culture	Type	Twilight	Strength	Vitality	Resistance	Signet/Site#	Unique	Rarity	Card#	Notes	Lore	Text
Brace of Coneys	The Two Towers	4	LOTR04298	Free Peoples	Shire	Possession	1						C	298		'He let them stew for close on an hour, testing them now and again with his fork, and tasting the broth.'	Bearer must be a Ring-bound Hobbit. Fellowship: Discard this possession to remove a burden.
Cliffs of Emyn Muil	The Two Towers	4	LOTR04299	Free Peoples	Shire	Condition	0					U	R	299		'We've escaped from the Emyn Muil!'	Plays to your support area. When the fellowship moves from site 1T, remove up to 2 burdens. Skirmish: Discard this condition to wound a minion a Hobbit companion is skirmishing.
Escape	The Two Towers	4	LOTR04300	Free Peoples	Shire	Condition	0		1				R	300		Suddenly Merry and Pippin realized that without moving they were now outside the circle....	Stealth. Bearer must be an unbound Hobbit. Limit 1 per character. Skirmish: Exert bearer twice to cancel a skirmish involving him. Any Shadow player may remove (1) to prevent this.
Frodo, Courteous Halfling	The Two Towers	4	LOTR04301	Free Peoples	Shire	Companion - Hobbit	0	3	4	10	Frodo	U	R	301	This card only prevents Shadow cards that make you discard from hand or draw deck. If a Shadow card gives you a choice, you may choose to discard. For example: if a Dunlending Rampager is played, Courteous Halfling does not prevent the Free Peoples player from discarding. Since the game text of the Rampager says `may discard, ` a choice is provided. 	'But as for us, we are Hobbits of the Shire, far to the North and West, beyond many rivers.'	Ring-bearer (resistance 10). While you can spot 3 unbound companions, Shadow cards may not discard cards from your hand or from the top of your draw deck.
Frodo, Courteous Halfling (T)	The Two Towers	4	LOTR04301T	Free Peoples	Shire	Companion - Hobbit	0	3	4	10	Frodo	U	R	301T	Tengwar. This card only prevents Shadow cards that make you discard from hand or draw deck. If a Shadow card gives you a choice, you may choose to discard. For example: if a Dunlending Rampager is played, Courteous Halfling does not prevent the Free Peoples player from discarding. Since the game text of the Rampager says `may discard, ` a choice is provided. 	'But as for us, we are Hobbits of the Shire, far to the North and West, beyond many rivers.'	Ring-bearer (resistance 10). While you can spot 3 unbound companions, Shadow cards may not discard cards from your hand or from the top of your draw deck. 
Frodo, Tired Traveller	The Two Towers	4	LOTR04302	Free Peoples	Shire	Companion - Hobbit	0	3	4	10	Gandalf	U	C	302		'We have come by long ways - out of Rivendell, or Imladris as some call it.'	Ring-bearer (resistance 10). Fellowship: Play a Ring-bound companion to remove a burden.
Frodo's Cloak	The Two Towers	4	LOTR04303	Free Peoples	Shire	Possession - Cloak	2					U	R	303		Neither weather nor searching eyes found Frodo.	Bearer must be Frodo. Skirmish: At sites 1T to 4T, add a burden and discard this possession to cancel a skirmish involving Frodo. At any other site, discard this possession to remove a burden and heal Frodo.
Get On and Get Away	The Two Towers	4	LOTR04304	Free Peoples	Shire	Event	0						R	304	Lists: ERL	'The Dead can't be really there! Is it some devilry hatched in the Dark Land?'	Fellowship: Add 2 burdens to play the fellowship's next 2 sites (replacing opponent's sites if necessary).
Good Work	The Two Towers	4	LOTR04305	Free Peoples	Shire	Condition	2					U	U	305		'You seem to have been doing well, Master Took.'	Plays to your support area. Each time a Hobbit wins a skirmish, you may place a [SHIRE] token here. Fellowship: Remove a burden for each [SHIRE] token here (limit 3). Discard this condition.
Hobbit Sword	The Two Towers	4	LOTR04306	Free Peoples	Shire	Possession - Hand Weapon	1	2					C	306	Version: ***. 	Although the Ranger had never before seen a Hobbit, he recognized the swords they carried.	Bearer must be a Hobbit.
Impatient and Angry	The Two Towers	4	LOTR04307	Free Peoples	Shire	Event	0						R	307		He planted himself... as if he was addressing a young hobbit who had offered him what he called 'sauce' when questioned about visits to the orchard.	Skirmish: Exert Sam to make him strength +3. If Sam wins this skirmish, you may remove a burden.
Knocked on the Head	The Two Towers	4	LOTR04308	Free Peoples	Shire	Event	0						C	308		'I wonder if poor Merry is much hurt.'	Regroup: Play an unbound Hobbit from your discard pile.
Light Shining Faintly	The Two Towers	4	LOTR04309	Free Peoples	Shire	Event	0						U	309		'He's like that, and sometimes it shines through, somehow.'	Fellowship: Add a burden to heal a Ring-bound companion twice.
Merry, Learned Guide	The Two Towers	4	LOTR04310	Free Peoples	Shire	Companion - Hobbit	1	3	4	6	Frodo	U	C	310		'I don't suppose you have much notion where we are; but I spent my time at Rivendell rather better.'	Skirmish: Exert the Ring-bearer to discard Merry. Any Shadow player may remove (2) to prevent this.
Merry, Unquenchable Hobbit	The Two Towers	4	LOTR04311	Free Peoples	Shire	Companion - Hobbit	1	3	4	6	Gandalf	U	R	311		'All Wizards should have a hobbit or two in their care - to teach them the meaning of the word, and to correct them.'	Skirmish: If Merry is not assigned to a skirmish, discard him to remove a [SAURON] Orc from a skirmish involving an unbound companion.
Mind Your Own Affairs	The Two Towers	4	LOTR04312	Free Peoples	Shire	Event	1						U	312		'Yet those who claim to oppose the Enemy would do well not to hinder it.'	Skirmish: Spot Frodo and add a burden to wound a minion skirmishing a companion who has the Frodo signet.
Pippin, Just a Nuisance	The Two Towers	4	LOTR04313	Free Peoples	Shire	Companion - Hobbit	1	3	4	6	Gandalf	U	R	313		'What good have I been?... a passenger, a piece of luggage.'	Skirmish: If Pippin is not assigned to a skirmish, discard him to remove an Uruk-hai from a skirmish involving an unbound companion.
Pippin, Woolly-footed Rascal	The Two Towers	4	LOTR04314	Free Peoples	Shire	Companion - Hobbit	1	3	4	6	Frodo	U	C	314		'We had foul fare with the Orcs, and little enough for days before that. It seems a long while since we could eat to heart's content.'	Skirmish: Add a burden to discard Pippin. Any Shadow player may remove (2) to prevent this.
Sam, Frodo's Gardener	The Two Towers	4	LOTR04315	Free Peoples	Shire	Companion - Hobbit	2	3	4	6	Frodo	U	R	315		'I am only a hobbit, and gardening's my job at home, sir, if you understand me....'	Ring-bound. Fellowship: Play Sam's Pack from your draw deck. Response: If Frodo is killed, make Sam the Ring-bearer (resistance 5).
Sam, Samwise the Brave	The Two Towers	4	LOTR04316	Free Peoples	Shire	Companion - Hobbit	2	3	4	6	Gandalf	U	C	316		'Frodo wouldn't have got far without Sam....'	Ring-bound. Response: If a Shadow card is about to add any number of burdens, spot Frodo and exert Sam to prevent this. Response: If Frodo is killed, make Sam the Ring-bearer (resistance 5).
Sam's Pack	The Two Towers	4	LOTR04317	Free Peoples	Shire	Possession	0					U	R	317		He still hopefully carried some of his gear in his pack....	Bearer must be a Ring-bound Hobbit. At the start of each turn, you may add (2) to heal a Ring-bound companion.
Seven We Had	The Two Towers	4	LOTR04318	Free Peoples	Shire	Event	0						U	318		'...one we lost at Moria, the others we left at Parth Galen above Rauros....'	Fellowship: Add a burden to discard a condition borne by a Hobbit.
Severed His Bonds	The Two Towers	4	LOTR04319	Free Peoples	Shire	Event	1						C	319		'The cord was cut!'	Stealth. Skirmish: At sites 1T to 4T, cancel a skirmish involving a Hobbit. At any other site, prevent a Hobbit from being overwhelmed unless his or her strength is tripled.
Store-room	The Two Towers	4	LOTR04320	Free Peoples	Shire	Event	1						U	320		'Saruman kept enough wisdom not to trust his Orcs. He had Men to guard his gates.... Anyway, they were favoured and got good provisions.'	Regroup: Heal an unbound Hobbit once (or twice if you spot Gandalf).
Swiftly and Softly	The Two Towers	4	LOTR04321	Free Peoples	Shire	Event	1						C	321		In the deep of night under hard clear stars they set off.	Stealth. Skirmish: At sites 1T to 5T, cancel a skirmish involving a Hobbit. At any other site, prevent a Hobbit from taking more than 1 wound.
Warmed Up a Bit	The Two Towers	4	LOTR04322	Free Peoples	Shire	Event	0						C	322		'...we shall be able to stand again, and walk.'	Stealth. Skirmish: Discard an unbound Hobbit.
East Wall of Rohan	The Two Towers	4	LOTR04323	Site	Site	Site	0				1T		U	323	Version: *. 		When the fellowship moves from East Wall of Rohan, add (2). 
Eastemnet Downs	The Two Towers	4	LOTR04324	Site	Site	Site	0				1T		U	324			Each time you play a companion here, you must discard 2 cards from hand. 
Eastemnet Gullies	The Two Towers	4	LOTR04325	Site	Site	Site	0				1T		U	325			Fellowship: Exert 2 unbound companions to play Legolas from your draw deck. 
Horse-country	The Two Towers	4	LOTR04326	Site	Site	Site	0				1T		U	326	This Two Towers card was misprinted in an Ents of Fangorn starter deck. 		Plains. While you can spot a [ROHAN] mount at Horse-country, the move limit is +1 for this turn. 
Plains of Rohan	The Two Towers	4	LOTR04327	Site	Site	Site	0				1T		U	327			Plains. Fellowship: Exert 2 unbound companions to play Gimli from your draw deck. 
The Riddermark	The Two Towers	4	LOTR04328	Site	Site	Site	0				1T		U	328			Plains. Fellowship: Exert 2 unbound companions to play Aragorn from your draw deck. 
Western Emyn Muil	The Two Towers	4	LOTR04329	Site	Site	Site	0				1T		U	329			When the Fellowship moves from Western Emyn Muil, each Ring-bound companion must exert. 
Derndingle	The Two Towers	4	LOTR04330	Site	Site	Site	2				2T		U	330	This Two Towers card was misprinted in an Ents of Fangorn starter deck. 		Forest. While you can spot an unbound Hobbit at Derndingle, the move limit is +1 for this turn. 
Eastfold	The Two Towers	4	LOTR04331	Site	Site	Site	2				2T		U	331			Plains. Shadow: Spot 3 [ISENGARD] trackers to prevent the fellowship from moving again this turn. 
Fangorn Forest	The Two Towers	4	LOTR04332	Site	Site	Site	2				2T		U	332			Forest. Fellowship: Play Treebeard from your draw deck. 
Plains of Rohan Camp	The Two Towers	4	LOTR04333	Site	Site	Site	1				2T		U	333			Plains. At the start of each fellowship phase, heal up to 3 wounds from companions. 
Rohirrim Village	The Two Towers	4	LOTR04334	Site	Site	Site	3				2T		U	334			Each [DUNLAND] Man may not take wounds during the archery phase. 
Uruk Camp	The Two Towers	4	LOTR04335	Site	Site	Site	1				2T		U	335			Plains. Battleground. Each time an Uruk-hai is played, that minion must exert. 
Wold of Rohan	The Two Towers	4	LOTR04336	Site	Site	Site	3				2T		U	336			Plains. Each time the Free Peoples player assigns a companion or ally to a skirmish, add (1). 
Barrows of Edoras	The Two Towers	4	LOTR04337	Site	Site	Site	0				3T		U	337			Sanctuary. Fellowship: Place your hand beneath your draw deck and draw 4 cards. 
Golden Hall	The Two Towers	4	LOTR04338	Site	Site	Site	1				3T		U	338			Sanctuary. When the fellowship moves to Golden Hall, all Free Peoples weapons must be discarded. 
Stables	The Two Towers	4	LOTR04339	Site	Site	Site	0				3T		U	339	Version: *. 		Sanctuary. Fellowship: Exert a [ROHAN] Man to play a [ROHAN] mount from your draw deck (limit once per turn). 
Streets of Edoras	The Two Towers	4	LOTR04340	Site	Site	Site	0				3T		U	340			Sanctuary. Each [ROHAN] ally may not participate in archery fire or skirmishes at Streets of Edoras. 
Throne Room	The Two Towers	4	LOTR04341	Site	Site	Site	1				3T		U	341			Sanctuary. Fellowship: Play Theoden from your draw deck. 
Westemnet Plains	The Two Towers	4	LOTR04342	Site	Site	Site	1				3T		U	342			Plains. Sanctuary. Each [DUNLAND] Man may not take wounds during the archery phase. 
Ered Nimrais	The Two Towers	4	LOTR04343	Site	Site	Site	2				4T		U	343	When Smeagol is played to Ered Nimrais and The Nine Walkers is in play, his twilight cost is 1. 		Mountain. The twilight cost of each companion and ally played at Ered Nimrais is +3. 
Westemnet Hills	The Two Towers	4	LOTR04344	Site	Site	Site	3				4T		U	344			Plains. When the fellowship moves to Westemnet Hills, heal each mounted companion and mounted ally. 
White Mountains	The Two Towers	4	LOTR04345	Site	Site	Site	3				4T		U	345			Mountain. When the fellowship moves to White Mountains, Theoden or 2 companions must exert. 
White Rocks	The Two Towers	4	LOTR04346	Site	Site	Site	3				4T		U	346			Battleground. The Shadow number of this site is +1 for each mounted companion. 
Deep of Helm	The Two Towers	4	LOTR04347	Site	Site	Site	6				5T		U	347			Plains. Battleground. The twilight cost of the first Uruk-hai played at Deep of Helm each turn is -3. 
Deeping Wall	The Two Towers	4	LOTR04348	Site	Site	Site	7				5T		U	348			Battleground. Shadow: Play Saruman from your draw deck. 
Helm's Gate	The Two Towers	4	LOTR04349	Site	Site	Site	6				5T		U	349	Version: *. 		Battleground. Each companion and minion bearing a hand weapon is strength +2. 
Hornburg Courtyard	The Two Towers	4	LOTR04350	Site	Site	Site	8				5T		U	350			Battleground. While you can spot Aragorn, the Shadow number of Hornburg Courtyard is -2. 
Hornburg Parapet	The Two Towers	4	LOTR04351	Site	Site	Site	8				5T		U	351			Battleground. The fellowship archery total is +1. The minion archery total is -1. 
Caves of Aglarond	The Two Towers	4	LOTR04352	Site	Site	Site	3				6T		U	352	Version: *. Game text is a clarification. 		Underground. Sanctuary. Maneuver: Spot your Uruk-hai and remove (2) to make one of your Uruk-hai fierce until the regroup phase. 
Great Hall	The Two Towers	4	LOTR04353	Site	Site	Site	3				6T		U	353	Each [ROHAN] ally participates in archery fire and skirmishes at this site as if this were his or her home site. 		Sanctuary. Battleground. Each [ROHAN] ally may participate in archery fire and skirmishes at Great Hall. 
Hornburg Armory	The Two Towers	4	LOTR04354	Site	Site	Site	3				6T		U	354			Sanctuary. Fellowship: Play a possession to draw a card. 
Cavern Entrance	The Two Towers	4	LOTR04355	Site	Site	Site	7				7T		U	355	Version: *. 		Underground. Skirmish events may not be played and skirmish special abilities may not be used. 
Hornburg Causeway	The Two Towers	4	LOTR04356	Site	Site	Site	6				7T		U	356			Battleground. The minion archery total is +2 for each unbound companion over 3
